epoch	step	loss	l1	ciou	train_iou	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
820	8210	0.0857	0.0030	0.0353	0.9648	0.0852	0.2062	0.3881	0.0746	0.0100	0.0000	0.1090	0.0997	3783
821	8220	0.0755	0.0028	0.0307	0.9694	0.0842	0.2020	0.3781	0.0945	0.0050	0.0000	0.1091	0.0950	3787
822	8230	0.0800	0.0030	0.0325	0.9676	0.0833	0.2019	0.3881	0.0746	0.0000	0.0000	0.1076	0.0969	3792
823	8240	0.0846	0.0031	0.0346	0.9654	0.0824	0.2019	0.3980	0.0846	0.0000	0.0000	0.1108	0.0940	3797
824	8250	0.0772	0.0029	0.0315	0.9686	0.0815	0.2046	0.3930	0.0746	0.0000	0.0000	0.1091	0.0978	3802
825	8260	0.0776	0.0029	0.0314	0.9686	0.0806	0.2031	0.3682	0.0796	0.0050	0.0000	0.1096	0.0956	3807
826	8270	0.0844	0.0031	0.0345	0.9656	0.0797	0.2042	0.3731	0.0796	0.0050	0.0000	0.1086	0.0978	3813
827	8280	0.0842	0.0030	0.0345	0.9656	0.0788	0.2032	0.3881	0.0796	0.0050	0.0000	0.1095	0.0958	3817
828	8290	0.0805	0.0029	0.0329	0.9672	0.0779	0.2058	0.3930	0.0896	0.0000	0.0000	0.1084	0.0997	3822
829	8300	0.0815	0.0030	0.0333	0.9667	0.0770	0.2036	0.3781	0.0945	0.0000	0.0000	0.1084	0.0975	3827
830	8310	0.0744	0.0027	0.0303	0.9697	0.0762	0.2004	0.3682	0.0746	0.0000	0.0000	0.1082	0.0945	3831
831	8320	0.0833	0.0031	0.0339	0.9662	0.0753	0.2021	0.3881	0.0846	0.0050	0.0000	0.1092	0.0950	3836
832	8330	0.0783	0.0029	0.0319	0.9682	0.0744	0.2021	0.3881	0.0796	0.0000	0.0000	0.1088	0.0949	3840
833	8340	0.0760	0.0031	0.0304	0.9697	0.0736	0.2013	0.3731	0.0647	0.0000	0.0000	0.1095	0.0939	3845
834	8350	0.0840	0.0029	0.0346	0.9655	0.0727	0.1991	0.3682	0.0746	0.0050	0.0000	0.1082	0.0931	3849
835	8360	0.0772	0.0028	0.0315	0.9685	0.0718	0.2019	0.3881	0.0846	0.0000	0.0000	0.1092	0.0951	3854
836	8370	0.0777	0.0030	0.0314	0.9686	0.0710	0.2033	0.3781	0.0896	0.0000	0.0000	0.1093	0.0965	3859
837	8380	0.0867	0.0031	0.0355	0.9646	0.0701	0.2007	0.3682	0.0697	0.0000	0.0000	0.1086	0.0944	3863
838	8390	0.0796	0.0030	0.0323	0.9678	0.0693	0.2014	0.3781	0.0896	0.0050	0.0000	0.1069	0.0967	3868
839	8400	0.0811	0.0029	0.0332	0.9668	0.0685	0.2000	0.3980	0.0896	0.0000	0.0000	0.1085	0.0941	3872
840	8410	0.0889	0.0031	0.0367	0.9635	0.0676	0.2031	0.3731	0.0896	0.0000	0.0000	0.1101	0.0958	3877
841	8420	0.0788	0.0029	0.0320	0.9680	0.0668	0.2029	0.3632	0.0846	0.0000	0.0000	0.1103	0.0951	3882
842	8430	0.0764	0.0027	0.0315	0.9686	0.0660	0.2033	0.3781	0.1095	0.0000	0.0000	0.1085	0.0971	3886
843	8440	0.0774	0.0028	0.0317	0.9684	0.0652	0.2052	0.3930	0.1045	0.0050	0.0000	0.1099	0.0973	3891
844	8450	0.0805	0.0030	0.0328	0.9673	0.0643	0.2030	0.3781	0.0796	0.0000	0.0000	0.1096	0.0954	3895
845	8460	0.0843	0.0031	0.0343	0.9658	0.0635	0.1984	0.3532	0.0896	0.0000	0.0000	0.1076	0.0937	3900
846	8470	0.0762	0.0029	0.0308	0.9692	0.0627	0.2026	0.3682	0.0945	0.0000	0.0000	0.1104	0.0948	3904
847	8480	0.0802	0.0029	0.0327	0.9673	0.0619	0.2002	0.3632	0.0746	0.0000	0.0000	0.1101	0.0925	3909
848	8490	0.0771	0.0030	0.0310	0.9691	0.0611	0.2010	0.3582	0.0697	0.0000	0.0000	0.1098	0.0933	3914
849	8500	0.0824	0.0031	0.0336	0.9665	0.0603	0.2050	0.3930	0.0846	0.0050	0.0000	0.1095	0.0981	3919
850	8510	0.0769	0.0029	0.0313	0.9688	0.0596	0.2042	0.3930	0.0846	0.0050	0.0000	0.1091	0.0973	3923
851	8520	0.0755	0.0028	0.0307	0.9693	0.0588	0.2063	0.3980	0.0995	0.0000	0.0000	0.1098	0.0990	3928
852	8530	0.0782	0.0029	0.0318	0.9683	0.0580	0.2040	0.3831	0.0697	0.0050	0.0000	0.1084	0.0980	3932
853	8540	0.0827	0.0030	0.0340	0.9661	0.0572	0.2040	0.3781	0.0896	0.0000	0.0000	0.1105	0.0957	3937
854	8550	0.0793	0.0029	0.0324	0.9677	0.0565	0.2033	0.3632	0.0945	0.0000	0.0000	0.1085	0.0971	3941
855	8560	0.0819	0.0032	0.0331	0.9670	0.0557	0.2057	0.3682	0.0945	0.0000	0.0000	0.1108	0.0972	3946
856	8570	0.0767	0.0028	0.0313	0.9688	0.0549	0.2046	0.3682	0.0746	0.0050	0.0000	0.1100	0.0969	3950
857	8580	0.0881	0.0032	0.0361	0.9640	0.0542	0.2053	0.3632	0.0746	0.0050	0.0000	0.1078	0.1004	3955
858	8590	0.0770	0.0030	0.0310	0.9691	0.0535	0.2063	0.3781	0.0896	0.0000	0.0000	0.1121	0.0962	3960
859	8600	0.0846	0.0031	0.0345	0.9655	0.0527	0.2007	0.3731	0.0846	0.0000	0.0000	0.1098	0.0928	3964
860	8610	0.0836	0.0030	0.0342	0.9659	0.0520	0.2049	0.3781	0.1045	0.0000	0.0000	0.1094	0.0977	3969
861	8620	0.0793	0.0030	0.0323	0.9678	0.0512	0.2054	0.3632	0.0896	0.0000	0.0000	0.1102	0.0979	3974
862	8630	0.0753	0.0028	0.0307	0.9693	0.0505	0.2040	0.3682	0.0846	0.0050	0.0000	0.1106	0.0958	3978
863	8640	0.0802	0.0031	0.0325	0.9676	0.0498	0.2050	0.3731	0.0896	0.0000	0.0000	0.1097	0.0969	3983
864	8650	0.0796	0.0029	0.0325	0.9676	0.0491	0.2022	0.3682	0.0896	0.0050	0.0000	0.1121	0.0923	3987
865	8660	0.0750	0.0028	0.0306	0.9695	0.0484	0.2071	0.3831	0.1045	0.0000	0.0000	0.1127	0.0962	3992
866	8670	0.0767	0.0030	0.0308	0.9692	0.0477	0.2057	0.3731	0.0896	0.0000	0.0000	0.1138	0.0937	3996
867	8680	0.0821	0.0030	0.0335	0.9666	0.0470	0.2060	0.3881	0.0896	0.0000	0.0000	0.1089	0.0997	4001
868	8690	0.0779	0.0028	0.0318	0.9682	0.0463	0.2063	0.3731	0.0796	0.0000	0.0000	0.1099	0.0992	4005
869	8700	0.0751	0.0027	0.0307	0.9693	0.0456	0.2087	0.3881	0.1045	0.0100	0.0000	0.1106	0.1007	4010
870	8710	0.0765	0.0028	0.0312	0.9689	0.0449	0.2067	0.3930	0.0995	0.0050	0.0000	0.1112	0.0976	4014
871	8720	0.0782	0.0029	0.0317	0.9683	0.0442	0.2054	0.3831	0.0945	0.0050	0.0000	0.1109	0.0964	4019
872	8730	0.0800	0.0030	0.0325	0.9675	0.0435	0.2044	0.3980	0.0945	0.0000	0.0000	0.1096	0.0968	4024
873	8740	0.0853	0.0032	0.0347	0.9654	0.0428	0.2000	0.3781	0.0697	0.0000	0.0000	0.1105	0.0917	4028
874	8750	0.0794	0.0029	0.0324	0.9677	0.0422	0.2062	0.3831	0.0846	0.0050	0.0000	0.1132	0.0951	4033
875	8760	0.0798	0.0029	0.0327	0.9674	0.0415	0.2018	0.3881	0.0896	0.0000	0.0000	0.1093	0.0946	4037
876	8770	0.0723	0.0028	0.0291	0.9710	0.0409	0.2048	0.3881	0.0846	0.0000	0.0000	0.1108	0.0966	4042
877	8780	0.0747	0.0029	0.0302	0.9699	0.0402	0.2057	0.3831	0.0746	0.0050	0.0000	0.1110	0.0965	4047
878	8790	0.0740	0.0028	0.0299	0.9702	0.0396	0.2045	0.3881	0.0796	0.0000	0.0000	0.1120	0.0948	4052
879	8800	0.0761	0.0028	0.0309	0.9691	0.0389	0.2058	0.3881	0.0746	0.0000	0.0000	0.1127	0.0952	4056
880	8810	0.0798	0.0029	0.0326	0.9675	0.0383	0.2029	0.3781	0.0846	0.0000	0.0000	0.1123	0.0925	4062
881	8820	0.0734	0.0027	0.0299	0.9702	0.0377	0.1999	0.3881	0.0647	0.0000	0.0000	0.1093	0.0928	4067
882	8830	0.0710	0.0027	0.0289	0.9712	0.0370	0.2013	0.4030	0.0896	0.0000	0.0000	0.1090	0.0945	4072
883	8840	0.0750	0.0028	0.0305	0.9695	0.0364	0.2030	0.3731	0.0796	0.0050	0.0000	0.1119	0.0935	4077
884	8850	0.0733	0.0029	0.0295	0.9706	0.0358	0.2066	0.3881	0.0796	0.0000	0.0000	0.1105	0.0981	4082
885	8860	0.0885	0.0032	0.0362	0.9639	0.0352	0.2012	0.3831	0.0746	0.0000	0.0000	0.1087	0.0949	4086
886	8870	0.0780	0.0029	0.0318	0.9682	0.0346	0.2041	0.3930	0.0896	0.0000	0.0000	0.1074	0.0988	4091
887	8880	0.0764	0.0028	0.0313	0.9688	0.0340	0.2031	0.3930	0.0846	0.0050	0.0000	0.1090	0.0965	4095
888	8890	0.0769	0.0027	0.0318	0.9683	0.0334	0.2036	0.3731	0.0746	0.0000	0.0000	0.1129	0.0926	4100
889	8900	0.0805	0.0030	0.0328	0.9672	0.0328	0.2053	0.3881	0.0697	0.0050	0.0000	0.1109	0.0964	4104
890	8910	0.0793	0.0029	0.0324	0.9677	0.0322	0.1994	0.3781	0.0846	0.0000	0.0000	0.1114	0.0895	4109
891	8920	0.0737	0.0028	0.0299	0.9702	0.0316	0.2001	0.3632	0.0746	0.0000	0.0000	0.1085	0.0941	4113
892	8930	0.0729	0.0027	0.0298	0.9703	0.0310	0.2035	0.3682	0.0796	0.0050	0.0000	0.1096	0.0956	4118
893	8940	0.0751	0.0027	0.0307	0.9693	0.0305	0.2025	0.3781	0.0697	0.0000	0.0000	0.1115	0.0929	4122
894	8950	0.0735	0.0027	0.0300	0.9701	0.0299	0.2020	0.3483	0.0796	0.0000	0.0000	0.1111	0.0926	4127
895	8960	0.0843	0.0031	0.0345	0.9656	0.0293	0.2009	0.3731	0.0597	0.0000	0.0000	0.1112	0.0920	4132
896	8970	0.0701	0.0026	0.0285	0.9716	0.0288	0.2003	0.3682	0.0697	0.0000	0.0000	0.1127	0.0894	4136
897	8980	0.0788	0.0030	0.0320	0.9681	0.0282	0.2048	0.3831	0.0796	0.0050	0.0000	0.1104	0.0972	4141
898	8990	0.0739	0.0028	0.0299	0.9702	0.0277	0.2042	0.3831	0.0846	0.0000	0.0000	0.1120	0.0944	4145
899	9000	0.0746	0.0028	0.0302	0.9699	0.0271	0.2005	0.3881	0.0647	0.0050	0.0000	0.1106	0.0916	4150
900	9010	0.0706	0.0028	0.0284	0.9716	0.0266	0.2007	0.3731	0.0846	0.0000	0.0000	0.1097	0.0932	4154
901	9020	0.0753	0.0028	0.0306	0.9695	0.0261	0.2005	0.3731	0.0846	0.0000	0.0000	0.1087	0.0938	4159
902	9030	0.0805	0.0030	0.0327	0.9673	0.0256	0.1998	0.3831	0.0746	0.0000	0.0000	0.1107	0.0913	4164
903	9040	0.0761	0.0029	0.0309	0.9692	0.0250	0.1995	0.3781	0.0697	0.0000	0.0000	0.1089	0.0926	4168
904	9050	0.0748	0.0028	0.0304	0.9696	0.0245	0.1995	0.3881	0.0796	0.0000	0.0000	0.1104	0.0909	4173
905	9060	0.0750	0.0028	0.0306	0.9695	0.0240	0.2034	0.3781	0.0796	0.0000	0.0000	0.1108	0.0946	4177
906	9070	0.0793	0.0029	0.0324	0.9676	0.0235	0.2027	0.3781	0.0796	0.0100	0.0000	0.1109	0.0943	4182
907	9080	0.0722	0.0027	0.0294	0.9707	0.0230	0.2019	0.3930	0.0498	0.0000	0.0000	0.1112	0.0924	4187
908	9090	0.0803	0.0030	0.0326	0.9675	0.0225	0.2024	0.3731	0.0896	0.0000	0.0000	0.1107	0.0949	4191
909	9100	0.0721	0.0027	0.0294	0.9707	0.0220	0.1989	0.3781	0.0796	0.0000	0.0000	0.1104	0.0909	4196
910	9110	0.0754	0.0029	0.0306	0.9695	0.0215	0.2017	0.3682	0.0896	0.0000	0.0000	0.1096	0.0944	4200
911	9120	0.0732	0.0027	0.0298	0.9702	0.0211	0.1994	0.3781	0.0896	0.0000	0.0000	0.1090	0.0928	4205
912	9130	0.0736	0.0027	0.0300	0.9701	0.0206	0.1995	0.3632	0.0796	0.0000	0.0000	0.1105	0.0907	4209
913	9140	0.0743	0.0029	0.0298	0.9703	0.0201	0.2005	0.3632	0.0647	0.0000	0.0000	0.1112	0.0910	4214
914	9150	0.0782	0.0028	0.0320	0.9681	0.0197	0.2016	0.3532	0.0945	0.0000	0.0000	0.1090	0.0944	4219
915	9160	0.0752	0.0027	0.0308	0.9692	0.0192	0.2012	0.3682	0.0796	0.0000	0.0000	0.1100	0.0934	4223
916	9170	0.0762	0.0028	0.0312	0.9689	0.0188	0.2040	0.3731	0.0846	0.0050	0.0000	0.1087	0.0969	4228
917	9180	0.0767	0.0028	0.0314	0.9687	0.0183	0.2016	0.3781	0.0896	0.0000	0.0000	0.1102	0.0937	4232
918	9190	0.0727	0.0028	0.0294	0.9707	0.0179	0.2000	0.3682	0.0995	0.0000	0.0000	0.1079	0.0946	4237
919	9200	0.0725	0.0027	0.0295	0.9705	0.0174	0.2043	0.3831	0.0995	0.0050	0.0000	0.1109	0.0958	4241
920	9210	0.0737	0.0027	0.0301	0.9699	0.0170	0.2019	0.3781	0.0846	0.0000	0.0000	0.1068	0.0970	4246
921	9220	0.0714	0.0027	0.0289	0.9711	0.0166	0.2047	0.3831	0.0896	0.0000	0.0000	0.1104	0.0959	4250
922	9230	0.0745	0.0027	0.0304	0.9697	0.0162	0.2065	0.3930	0.0896	0.0000	0.0000	0.1106	0.0983	4255
923	9240	0.0725	0.0027	0.0294	0.9707	0.0157	0.2027	0.3781	0.0796	0.0000	0.0000	0.1116	0.0936	4259
924	9250	0.0817	0.0029	0.0335	0.9666	0.0153	0.2030	0.3781	0.0945	0.0000	0.0000	0.1101	0.0950	4264
925	9260	0.0862	0.0031	0.0354	0.9647	0.0149	0.2025	0.3731	0.0846	0.0000	0.0000	0.1091	0.0960	4268
926	9270	0.0754	0.0027	0.0310	0.9690	0.0145	0.2026	0.3781	0.0796	0.0000	0.0000	0.1107	0.0937	4273
927	9280	0.0741	0.0028	0.0302	0.9699	0.0141	0.2027	0.3881	0.0697	0.0000	0.0000	0.1093	0.0955	4277
928	9290	0.0745	0.0027	0.0304	0.9696	0.0138	0.2019	0.3831	0.0746	0.0000	0.0000	0.1108	0.0936	4282
929	9300	0.0731	0.0027	0.0297	0.9704	0.0134	0.1984	0.3682	0.0697	0.0000	0.0000	0.1098	0.0910	4287
930	9310	0.0699	0.0026	0.0286	0.9715	0.0130	0.2035	0.3831	0.0746	0.0000	0.0000	0.1122	0.0934	4291
931	9320	0.0794	0.0028	0.0327	0.9673	0.0126	0.2044	0.3781	0.0896	0.0050	0.0000	0.1136	0.0928	4296
932	9330	0.0751	0.0027	0.0307	0.9693	0.0123	0.2013	0.3582	0.0697	0.0050	0.0000	0.1098	0.0933	4300
933	9340	0.0709	0.0026	0.0289	0.9711	0.0119	0.2036	0.3731	0.0896	0.0000	0.0000	0.1089	0.0974	4305
934	9350	0.0806	0.0030	0.0327	0.9674	0.0115	0.2015	0.3781	0.0846	0.0000	0.0000	0.1090	0.0948	4310
935	9360	0.0726	0.0028	0.0293	0.9708	0.0112	0.2012	0.3682	0.1144	0.0000	0.0000	0.1099	0.0935	4314
936	9370	0.0725	0.0026	0.0297	0.9703	0.0108	0.2005	0.3483	0.0796	0.0000	0.0000	0.1110	0.0922	4319
937	9380	0.0769	0.0028	0.0313	0.9687	0.0105	0.2027	0.3731	0.0746	0.0000	0.0000	0.1082	0.0971	4324
938	9390	0.0682	0.0026	0.0275	0.9725	0.0102	0.2036	0.3731	0.0846	0.0000	0.0000	0.1105	0.0955	4330
939	9400	0.0748	0.0028	0.0305	0.9696	0.0098	0.2022	0.3682	0.0995	0.0000	0.0000	0.1082	0.0964	4335
940	9410	0.0736	0.0028	0.0299	0.9702	0.0095	0.2039	0.3781	0.0945	0.0000	0.0000	0.1098	0.0962	4340
941	9420	0.0741	0.0026	0.0305	0.9696	0.0092	0.2000	0.3731	0.0796	0.0000	0.0000	0.1100	0.0927	4345
942	9430	0.0713	0.0026	0.0292	0.9709	0.0089	0.2035	0.3881	0.0846	0.0000	0.0000	0.1087	0.0971	4349
943	9440	0.0737	0.0028	0.0298	0.9702	0.0086	0.1982	0.3731	0.0746	0.0050	0.0000	0.1107	0.0904	4354
944	9450	0.0720	0.0026	0.0295	0.9706	0.0083	0.2033	0.3831	0.0896	0.0050	0.0000	0.1112	0.0947	4358
945	9460	0.0805	0.0030	0.0327	0.9674	0.0080	0.2016	0.3731	0.0647	0.0000	0.0000	0.1104	0.0936	4363
946	9470	0.0716	0.0026	0.0292	0.9708	0.0077	0.2025	0.3731	0.0796	0.0050	0.0000	0.1084	0.0968	4368
947	9480	0.0727	0.0027	0.0297	0.9704	0.0074	0.2003	0.3682	0.0896	0.0000	0.0000	0.1121	0.0898	4372
948	9490	0.0769	0.0027	0.0316	0.9685	0.0071	0.2047	0.3682	0.0846	0.0000	0.0000	0.1094	0.0973	4377
949	9500	0.0798	0.0029	0.0326	0.9675	0.0068	0.2014	0.3731	0.0896	0.0000	0.0000	0.1097	0.0937	4381
950	9510	0.0667	0.0025	0.0271	0.9730	0.0066	0.2024	0.3731	0.0846	0.0000	0.0000	0.1097	0.0952	4386
951	9520	0.0707	0.0028	0.0285	0.9716	0.0063	0.2029	0.3731	0.0896	0.0000	0.0000	0.1103	0.0950	4391
952	9530	0.0740	0.0027	0.0302	0.9699	0.0061	0.2009	0.3731	0.0796	0.0000	0.0000	0.1095	0.0941	4395
953	9540	0.0708	0.0026	0.0289	0.9712	0.0058	0.2001	0.3731	0.0896	0.0000	0.0000	0.1089	0.0937	4400
954	9550	0.0752	0.0028	0.0306	0.9695	0.0056	0.2013	0.3781	0.0995	0.0000	0.0000	0.1070	0.0972	4405
955	9560	0.0895	0.0033	0.0366	0.9635	0.0053	0.2022	0.3731	0.0796	0.0000	0.0000	0.1083	0.0961	4409
956	9570	0.0722	0.0027	0.0294	0.9706	0.0051	0.2011	0.3781	0.0846	0.0000	0.0000	0.1088	0.0947	4414
957	9580	0.0746	0.0027	0.0307	0.9694	0.0048	0.2021	0.3731	0.0896	0.0050	0.0000	0.1097	0.0951	4418
958	9590	0.0717	0.0026	0.0294	0.9706	0.0046	0.2029	0.3881	0.0945	0.0000	0.0000	0.1091	0.0966	4423
959	9600	0.0763	0.0028	0.0312	0.9688	0.0044	0.2021	0.3632	0.0796	0.0000	0.0000	0.1093	0.0949	4428
960	9610	0.0757	0.0029	0.0305	0.9695	0.0042	0.2018	0.3632	0.1045	0.0000	0.0000	0.1091	0.0955	4432
961	9620	0.0749	0.0027	0.0307	0.9693	0.0040	0.2023	0.3781	0.0796	0.0000	0.0000	0.1095	0.0956	4437
962	9630	0.0738	0.0027	0.0300	0.9700	0.0038	0.2023	0.3632	0.0846	0.0050	0.0000	0.1114	0.0937	4442
963	9640	0.0694	0.0025	0.0283	0.9717	0.0036	0.2021	0.3831	0.0846	0.0000	0.0000	0.1098	0.0953	4446
964	9650	0.0736	0.0028	0.0299	0.9702	0.0034	0.1986	0.3632	0.0896	0.0000	0.0000	0.1102	0.0910	4451
965	9660	0.0778	0.0029	0.0318	0.9683	0.0032	0.2009	0.3781	0.0896	0.0050	0.0000	0.1115	0.0915	4456
966	9670	0.0702	0.0026	0.0286	0.9715	0.0030	0.2010	0.3881	0.0746	0.0000	0.0000	0.1080	0.0946	4460
967	9680	0.0767	0.0028	0.0312	0.9688	0.0028	0.2013	0.3781	0.0746	0.0000	0.0000	0.1094	0.0941	4465
968	9690	0.0722	0.0027	0.0293	0.9707	0.0026	0.2003	0.3682	0.0896	0.0000	0.0000	0.1103	0.0922	4470
969	9700	0.0682	0.0026	0.0277	0.9724	0.0025	0.2046	0.3831	0.0945	0.0000	0.0000	0.1098	0.0974	4474
970	9710	0.0724	0.0028	0.0292	0.9708	0.0023	0.2034	0.3831	0.0846	0.0050	0.0000	0.1091	0.0967	4479
971	9720	0.0698	0.0027	0.0282	0.9718	0.0022	0.1996	0.3731	0.0746	0.0050	0.0000	0.1088	0.0927	4483
972	9730	0.0768	0.0028	0.0314	0.9687	0.0020	0.2019	0.3731	0.0796	0.0000	0.0000	0.1076	0.0964	4488
973	9740	0.0794	0.0029	0.0326	0.9675	0.0019	0.2028	0.3682	0.0945	0.0000	0.0000	0.1103	0.0953	4493
974	9750	0.0789	0.0029	0.0321	0.9679	0.0017	0.2003	0.3831	0.0597	0.0000	0.0000	0.1108	0.0919	4497
975	9760	0.0742	0.0028	0.0302	0.9699	0.0016	0.2037	0.3831	0.0746	0.0000	0.0000	0.1089	0.0971	4502
976	9770	0.0746	0.0027	0.0305	0.9695	0.0015	0.2044	0.3831	0.0896	0.0050	0.0000	0.1091	0.0977	4506
977	9780	0.0700	0.0026	0.0285	0.9715	0.0013	0.2039	0.3980	0.0746	0.0000	0.0000	0.1095	0.0957	4511
978	9790	0.0768	0.0029	0.0312	0.9688	0.0012	0.2005	0.3632	0.0746	0.0000	0.0000	0.1094	0.0934	4515
979	9800	0.0746	0.0027	0.0306	0.9695	0.0011	0.2001	0.3781	0.0697	0.0000	0.0000	0.1086	0.0937	4520
980	9810	0.0724	0.0027	0.0295	0.9705	0.0010	0.2041	0.3980	0.0746	0.0050	0.0000	0.1101	0.0961	4524
981	9820	0.0680	0.0025	0.0277	0.9723	0.0009	0.2007	0.3831	0.0647	0.0050	0.0000	0.1079	0.0945	4529
982	9830	0.0714	0.0026	0.0292	0.9709	0.0008	0.2024	0.3930	0.0796	0.0000	0.0000	0.1077	0.0967	4534
983	9840	0.0701	0.0027	0.0283	0.9717	0.0007	0.2030	0.3881	0.0796	0.0000	0.0000	0.1080	0.0967	4538
984	9850	0.0750	0.0028	0.0304	0.9697	0.0006	0.2008	0.3881	0.0846	0.0000	0.0000	0.1093	0.0933	4543
985	9860	0.0715	0.0026	0.0292	0.9708	0.0005	0.2018	0.3682	0.0896	0.0050	0.0000	0.1086	0.0959	4547
986	9870	0.0731	0.0026	0.0300	0.9701	0.0005	0.2010	0.3831	0.0896	0.0050	0.0000	0.1077	0.0944	4552
987	9880	0.0792	0.0029	0.0322	0.9678	0.0004	0.2026	0.3731	0.0995	0.0000	0.0000	0.1082	0.0970	4557
988	9890	0.0736	0.0027	0.0300	0.9701	0.0003	0.2009	0.3781	0.0896	0.0000	0.0000	0.1102	0.0926	4561
989	9900	0.0622	0.0024	0.0251	0.9749	0.0003	0.2045	0.3682	0.0846	0.0000	0.0000	0.1092	0.0981	4566
990	9910	0.0692	0.0025	0.0283	0.9718	0.0002	0.2062	0.3831	0.0945	0.0000	0.0000	0.1094	0.0995	4571
991	9920	0.0740	0.0027	0.0302	0.9699	0.0002	0.2020	0.3831	0.0896	0.0000	0.0000	0.1100	0.0943	4575
992	9930	0.0915	0.0032	0.0377	0.9624	0.0001	0.2058	0.3930	0.0796	0.0000	0.0000	0.1112	0.0965	4580
993	9940	0.0763	0.0027	0.0314	0.9686	0.0001	0.2039	0.3781	0.0846	0.0000	0.0000	0.1095	0.0967	4585
994	9950	0.0685	0.0027	0.0276	0.9724	0.0001	0.2057	0.3930	0.0796	0.0000	0.0000	0.1098	0.0979	4590
995	9960	0.0820	0.0029	0.0338	0.9663	0.0000	0.2062	0.3881	0.0896	0.0000	0.0000	0.1123	0.0965	4596
996	9970	0.0735	0.0028	0.0298	0.9703	0.0000	0.1989	0.3881	0.0846	0.0000	0.0000	0.1070	0.0941	4601
997	9980	0.0752	0.0028	0.0306	0.9694	0.0000	0.2012	0.3831	0.0896	0.0000	0.0000	0.1079	0.0956	4605
998	9990	0.0650	0.0024	0.0264	0.9736	0.0000	0.2030	0.3831	0.0846	0.0000	0.0000	0.1082	0.0974	4610
999	10000	0.0868	0.0031	0.0356	0.9645	0.0000	0.2036	0.3682	0.0796	0.0000	0.0000	0.1079	0.0985	4615
